mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type,advert_year,vehicle_age,avg_miles_per_year
6000,69,WHITE,KIA,CEED,USED,2019,14495,HATCHBACK,0,DIESEL,2020,1,6000
60000,64,BLACK,AUDI,A1,USED,2014,8500,HATCHBACK,0,PETROL,2020,6,10000
14598,66,GREEN,KIA,SPORTAGE,USED,2016,16500,SUV,0,DIESEL,2020,4,3649
5267,20,BLUE,SKODA,SUPERB,USED,2020,29990,HATCHBACK,0,PETROLPLUG-INHYBRID,2020,0,5267
70928,16,BLACK,LANDROVER,DISCOVERYSPORT,USED,2016,18000,SUV,0,DIESEL,2020,4,17732
36435,12,SILVER,VAUXHALL,CORSA,USED,2012,3890,HATCHBACK,0,PETROL,2020,8,4554
5318,69,GREY,MINI,COUNTRYMAN,USED,2019,29990,SUV,0,PETROLPLUG-INHYBRID,2020,1,5318
21237,66,BLACK,HYUNDAI,I20,USED,2016,7495,HATCHBACK,0,PETROL,2020,4,5309
30200,16,SILVER,AUDI,A3,USED,2016,12790,HATCHBACK,0,DIESEL,2020,4,7550
78932,13,WHITE,SKODA,CITIGO,USED,2013,3791,HATCHBACK,0,PETROL,2020,7,11276
179000,14,GREY,AUDI,A6AVANT,USED,2014,14995,ESTATE,0,DIESEL,2020,6,29833
22000,14,BLUE,AUDI,RS5,USED,2014,26500,COUPE,0,PETROL,2020,6,3666
57851,67,BLUE,HONDA,CIVIC,USED,2017,12845,HATCHBACK,0,PETROL,2020,3,19283
17000,17,WHITE,TOYOTA,AYGO,USED,2017,6495,HATCHBACK,0,PETROL,2020,3,5666
53102,17,BLACK,MERCEDES-BENZ,CCLASS,USED,2017,14900,ESTATE,0,DIESEL,2020,3,17700
20000,67,RED,SSANGYONG,TIVOLI,USED,2017,9980,SUV,0,PETROL,2020,3,6666
56000,12,GREY,AUDI,A8,USED,2012,12399,SALOON,0,DIESEL,2020,8,7000
10853,68,WHITE,JAGUAR,E-PACE,USED,2018,27568,SUV,0,PETROL,2020,2,5426
54000,66,GREY,LANDROVER,RANGEROVEREVOQUE,USED,2016,20495,SUV,0,DIESEL,2020,4,13500
30000,60,BLUE,PEUGEOT,107,USED,2010,3460,HATCHBACK,0,PETROL,2020,10,3000
54001,63,RED,BMW,1SERIES,USED,2013,8579,HATCHBACK,0,DIESEL,2020,7,7714
24000,65,WHITE,MINI,HATCH,USED,2016,9590,HATCHBACK,0,DIESEL,2020,4,6000
21633,16,BLUE,VOLKSWAGEN,GOLF,USED,2016,11895,HATCHBACK,0,PETROL,2020,4,5408
5484,68,SILVER,VAUXHALL,CORSA,USED,2018,9989,HATCHBACK,0,PETROL,2020,2,2742
46000,14,BLACK,BMW,4SERIES,USED,2014,15489,CONVERTIBLE,0,DIESEL,2020,6,7666
92762,10,GREY,BMW,1SERIES,USED,2010,3489,HATCHBACK,0,PETROL,2020,10,9276
20995,66,SILVER,TOYOTA,C-HR,USED,2016,15495,SUV,0,PETROL,2020,4,5248
11670,19,BLUE,NISSAN,QASHQAI,USED,2019,17995,SUV,0,PETROL,2020,1,11670
15444,69,SILVER,NISSAN,QASHQAI,USED,2019,17250,SUV,0,PETROL,2020,1,15444
2103,70,BLACK,DSAUTOMOBILES,DS7CROSSBACK,USED,2020,26990,SUV,0,DIESEL,2020,0,2103
25065,17,BLACK,HYUNDAI,TUCSON,USED,2017,11500,SUV,0,DIESEL,2020,3,8355
19384,18,WHITE,RENAULT,CLIO,USED,2018,9250,HATCHBACK,0,PETROL,2020,2,9692
87000,16,SILVER,BMW,3SERIES,USED,2016,12479,SALOON,0,PETROLPLUG-INHYBRID,2020,4,21750
17500,17,BLACK,VOLKSWAGEN,POLO,USED,2017,9900,HATCHBACK,0,PETROL,2020,3,5833
130000,54,SILVER,VOLKSWAGEN,GOLF,USED,2004,895,HATCHBACK,0,DIESEL,2020,16,8125
11900,18,BLACK,BMW,3SERIES,USED,2018,27995,ESTATE,0,DIESEL,2020,2,5950
48000,60,SILVER,SAAB,9-3,USED,2010,5950,CONVERTIBLE,0,DIESEL,2020,10,4800
31800,54,GREY,PORSCHE,911,USED,2004,32000,CONVERTIBLE,0,PETROL,2020,16,1987
11477,66,BLUE,VOLVO,V40,USED,2016,13500,HATCHBACK,0,PETROL,2020,4,2869
72000,57,BLUE,FIAT,BRAVO,USED,2007,1795,HATCHBACK,0,PETROL,2020,13,5538
29330,65,BLACK,BMW,3SERIES,USED,2015,11995,SALOON,0,PETROL,2020,5,5866
24555,66,BLUE,TOYOTA,PRIUS,USED,2016,16499,HATCHBACK,0,PETROLHYBRID,2020,4,6138
26965,16,BLACK,AUDI,A1,USED,2016,13995,HATCHBACK,0,PETROL,2020,4,6741
58385,59,SILVER,HONDA,CIVIC,USED,2009,4495,HATCHBACK,0,PETROL,2020,11,5307
72000,59,SILVER,NISSAN,PIXO,USED,2009,1695,HATCHBACK,0,PETROL,2020,11,6545
5,20,SILVER,VAUXHALL,CROSSLANDX,USED,2020,14450,SUV,0,PETROL,2020,0,5
35000,16,WHITE,MERCEDES-BENZ,GLACLASS,USED,2016,28995,SUV,0,PETROL,2020,4,8750
33000,18,SILVER,NISSAN,JUKE,USED,2018,10250,SUV,0,PETROL,2020,2,16500
78936,14,RED,MERCEDES-BENZ,ECLASS,USED,2014,12895,COUPE,0,DIESEL,2020,6,13156
29412,67,GREY,AUDI,Q5,USED,2017,26500,SUV,0,PETROL,2020,3,9804
13012,16,BLACK,FIAT,500X,USED,2016,7995,SUV,0,PETROL,2020,4,3253
67596,66,WHITE,VAUXHALL,COMBO,USED,2016,6500,VANS,0,DIESEL,2020,4,16899
7,70,BLUE,HONDA,CIVIC,USED,2020,21290,HATCHBACK,0,PETROL,2020,0,7
43493,67,GREY,BMW,5SERIES,USED,2017,20990,SALOON,0,DIESEL,2020,3,14497
84696,66,RED,JAGUAR,F-PACE,USED,2016,20950,SUV,0,DIESEL,2020,4,21174
88667,07,RED,MITSUBISHI,COLT,USED,2007,1295,HATCHBACK,0,PETROL,2020,13,6820
12394,68,GREY,VAUXHALL,MOKKAX,USED,2018,11750,SUV,0,PETROL,2020,2,6197
23622,68,GREY,TOYOTA,YARIS,USED,2018,12495,HATCHBACK,0,PETROLHYBRID,2020,2,11811
21894,14,SILVER,VOLKSWAGEN,UP!,USED,2014,5495,HATCHBACK,0,PETROL,2020,6,3649
7447,17,WHITE,MERCEDES-BENZ,ACLASS,USED,2017,19750,HATCHBACK,0,DIESEL,2020,3,2482
33026,18,BLUE,SEAT,ATECA,USED,2018,13195,SUV,0,PETROL,2020,2,16513
28945,67,RED,VOLKSWAGEN,GOLF,USED,2017,22790,ESTATE,0,PETROL,2020,3,9648
200000,10,SILVER,TOYOTA,PRIUS,USED,2010,2800,HATCHBACK,0,PETROLHYBRID,2020,10,20000
90000,10,SILVER,VOLKSWAGEN,GOLF,USED,2010,7400,HATCHBACK,0,DIESEL,2020,10,9000
100000,64,RED,VAUXHALL,ASTRAGTC,USED,2014,3995,COUPE,0,DIESEL,2020,6,16666
32426,60,BLACK,KIA,SEDONA,USED,2010,7500,MPV,0,DIESEL,2020,10,3242
18554,68,GREY,VAUXHALL,CORSA,USED,2018,8157,HATCHBACK,0,PETROL,2020,2,9277
28982,66,WHITE,JAGUAR,F-TYPE,USED,2016,29970,COUPE,0,PETROL,2020,4,7245
21227,67,BLACK,KIA,SPORTAGE,USED,2017,16300,SUV,0,PETROL,2020,3,7075
124430,57,RED,VOLKSWAGEN,GOLF,USED,2008,3975,HATCHBACK,0,PETROL,2020,12,10369
69000,61,BLACK,BMW,3SERIES,USED,2011,8490,COUPE,0,PETROL,2020,9,7666
61000,65,GREY,BMW,3SERIES,USED,2015,15300,SALOON,0,DIESEL,2020,5,12200
9730,18,BLACK,SUZUKI,CELERIO,USED,2018,5799,HATCHBACK,0,PETROL,2020,2,4865
114000,55,BLUE,SKODA,SUPERB,USED,2005,1295,SALOON,0,DIESEL,2020,15,7600
20855,19,WHITE,VAUXHALL,CORSA,USED,2019,8189,HATCHBACK,0,PETROL,2020,1,20855
116613,15,BLACK,BMW,3SERIES,USED,2015,10500,ESTATE,0,DIESEL,2020,5,23322
68000,61,WHITE,LANDROVER,DISCOVERY4,USED,2012,17500,VANS,1,DIESEL,2020,8,8500
2830,20,SILVER,MINI,CLUBMAN,USED,2020,32629,ESTATE,0,PETROL,2020,0,2830
29553,67,BLACK,VOLKSWAGEN,GOLF,USED,2017,15700,HATCHBACK,0,PETROL,2020,3,9851
55762,60,WHITE,BMW,1SERIES,USED,2011,4795,HATCHBACK,0,DIESEL,2020,9,6195
49131,67,BLACK,AUDI,A3,USED,2017,12005,SALOON,0,DIESEL,2020,3,16377
25000,18,BLACK,MERCEDES-BENZ,CCLASS,USED,2018,17250,ESTATE,0,DIESEL,2020,2,12500
10,20,GREY,AUDI,Q2,NEW,2020,31245,SUV,0,PETROL,2020,0,10
2909,69,GREY,MITSUBISHI,OUTLANDER,USED,2019,25990,SUV,0,PETROLPLUG-INHYBRID,2020,1,2909
10,20,BLACK,VOLKSWAGEN,GOLF,NEW,2020,24900,HATCHBACK,0,PETROL,2020,0,10
18119,68,BLUE,MERCEDES-BENZ,CCLASS,USED,2018,23000,COUPE,0,PETROL,2020,2,9059
45034,64,RED,AUDI,TT,USED,2014,17000,COUPE,0,PETROL,2020,6,7505
54039,67,SILVER,HYUNDAI,IONIQ,USED,2017,11499,HATCHBACK,0,PETROLHYBRID,2020,3,18013
85063,14,RED,VAUXHALL,ASTRAGTC,USED,2014,4990,COUPE,0,DIESEL,2020,6,14177
19863,17,BLUE,SKODA,OCTAVIA,USED,2017,11390,HATCHBACK,0,PETROL,2020,3,6621
152000,05,OTHER_STANDARD_COLOUR,ROVER,75TOURER,USED,2005,765,ESTATE,0,DIESEL,2020,15,10133
35000,17,SILVER,VAUXHALL,MOKKAX,USED,2017,6395,SUV,0,PETROL,2020,3,11666
18000,66,WHITE,RENAULT,CLIO,USED,2016,7500,HATCHBACK,0,PETROL,2020,4,4500
82471,62,BLACK,BMW,1SERIES,USED,2013,7000,HATCHBACK,0,DIESEL,2020,7,11781
17815,68,WHITE,PEUGEOT,3008,USED,2018,20495,SUV,0,PETROL,2020,2,8907
48034,17,BLACK,AUDI,A6AVANT,USED,2017,17500,ESTATE,0,DIESEL,2020,3,16011
5113,19,SILVER,MINI,HATCH,USED,2019,18754,HATCHBACK,0,PETROL,2020,1,5113
44952,17,BLUE,MERCEDES-BENZ,GLECLASS,USED,2017,27700,SUV,0,DIESEL,2020,3,14984
47000,59,RED,ALFAROMEO,MITO,USED,2009,2995,HATCHBACK,0,PETROL,2020,11,4272
70000,08,OTHER_STANDARD_COLOUR,JAGUAR,XF,USED,2008,5550,SALOON,0,DIESEL,2020,12,5833
78000,17,BLACK,BMW,5SERIES,USED,2017,18950,SALOON,0,DIESEL,2020,3,26000
29658,66,GREY,MERCEDES-BENZ,ECLASS,USED,2016,16843,COUPE,0,DIESEL,2020,4,7414
10000,17,BLACK,MERCEDES-BENZ,CCLASS,USED,2017,19650,ESTATE,0,DIESEL,2020,3,3333
79000,60,BLUE,HONDA,CR-V,USED,2010,6250,SUV,0,PETROL,2020,10,7900
23256,66,RED,RENAULT,CLIO,USED,2016,8300,HATCHBACK,0,DIESEL,2020,4,5814
40184,06,SILVER,PEUGEOT,207,USED,2006,1550,HATCHBACK,0,PETROL,2020,14,2870
11783,17,BLACK,AUDI,A3,USED,2017,18999,HATCHBACK,0,PETROL,2020,3,3927
74000,J,BLUE,MERCEDES-BENZ,300,USED,1991,6499,CONVERTIBLE,0,PETROL,2020,29,2551
72000,07,BLACK,VOLVO,C30,USED,2007,3250,COUPE,0,PETROL,2020,13,5538
7099,67,BLACK,BMW,2SERIESGRANTOURER,USED,2017,18790,MPV,0,DIESEL,2020,3,2366
162000,55,SILVER,VOLKSWAGEN,GOLFPLUS,USED,2005,1295,HATCHBACK,0,DIESEL,2020,15,10800
23230,17,RED,TOYOTA,AURIS,USED,2017,13490,ESTATE,0,PETROLHYBRID,2020,3,7743
87919,07,BLUE,SUZUKI,GRANDVITARA,USED,2007,2995,SUV,0,DIESEL,2020,13,6763
53500,65,BLACK,AUDI,A7,USED,2016,21499,HATCHBACK,0,DIESEL,2020,4,13375
33000,67,GREY,LANDROVER,DISCOVERYSPORT,USED,2017,28750,SUV,0,DIESEL,2020,3,11000
85000,12,BLACK,NISSAN,QASHQAI,USED,2012,4950,SUV,0,DIESEL,2020,8,10625
18000,67,WHITE,PEUGEOT,2008,USED,2018,10990,SUV,0,DIESEL,2020,2,9000
10,20,WHITE,MG,MGZS,NEW,2020,17795,SUV,0,PETROL,2020,0,10
97600,53,GREEN,MINI,HATCH,USED,2003,4250,HATCHBACK,0,PETROL,2020,17,5741
33287,64,BLUE,VOLKSWAGEN,GOLF,USED,2014,9300,HATCHBACK,0,DIESEL,2020,6,5547
100377,63,BLACK,NISSAN,QASHQAI,USED,2013,5795,SUV,0,DIESEL,2020,7,14339
16500,66,GREEN,FIAT,500,USED,2016,7000,HATCHBACK,0,PETROL,2020,4,4125
21083,67,SILVER,VAUXHALL,MOKKAX,USED,2017,12884,SUV,0,DIESEL,2020,3,7027
28458,66,BLACK,MERCEDES-BENZ,ACLASS,USED,2016,17799,HATCHBACK,0,DIESEL,2020,4,7114
4000,70,BLACK,JEEP,RENEGADE,USED,2020,17500,SUV,0,PETROL,2020,0,4000
45202,64,SILVER,VAUXHALL,CORSA,USED,2014,4295,HATCHBACK,0,PETROL,2020,6,7533
0,20,GREY,VOLVO,XC40,NEW,2020,40820,SUV,0,PETROLPLUG-INHYBRID,2020,0,0
33455,67,RED,MERCEDES-BENZ,CCLASS,USED,2017,20490,CONVERTIBLE,0,DIESEL,2020,3,11151
78029,11,BLACK,MITSUBISHI,SHOGUN,USED,2011,11995,SUV,0,DIESEL,2020,9,8669
10,20,RED,HYUNDAI,KONA,NEW,2020,23999,SUV,0,PETROLHYBRID,2020,0,10
8715,18,BLACK,TOYOTA,AYGO,USED,2018,9585,HATCHBACK,0,PETROL,2020,2,4357
5,20,WHITE,HYUNDAI,TUCSON,NEW,2020,24585,SUV,0,PETROL,2020,0,5
95000,16,RED,MERCEDES-BENZ,ACLASS,USED,2016,12800,HATCHBACK,0,DIESEL,2020,4,23750
37426,66,GREY,VOLVO,V60,USED,2016,13399,ESTATE,0,DIESEL,2020,4,9356
2500,70,WHITE,VOLVO,XC40,USED,2020,32695,SUV,0,DIESEL,2020,0,2500
57512,17,BLACK,MERCEDES-BENZ,CCLASS,USED,2017,15500,ESTATE,0,DIESEL,2020,3,19170
64800,60,RED,AUDI,A3,USED,2010,5495,HATCHBACK,0,PETROL,2019,9,7200
22729,67,GREY,AUDI,A3,USED,2018,20290,SALOON,0,PETROL,2020,2,11364
85882,13,GREY,AUDI,A6AVANT,USED,2013,14697,ESTATE,0,DIESEL,2020,7,12268
40826,65,BLACK,NISSAN,JUKE,USED,2015,10250,SUV,0,PETROL,2020,5,8165
23215,17,RED,SUZUKI,IGNIS,USED,2017,8999,HATCHBACK,0,PETROLHYBRID,2020,3,7738
7988,18,MULTICOLOUR,SEAT,ARONA,USED,2018,13495,SUV,0,DIESEL,2020,2,3994
22091,17,WHITE,PEUGEOT,108,USED,2017,6490,HATCHBACK,0,PETROL,2020,3,7363
21442,18,SILVER,RENAULT,KADJAR,USED,2018,14000,SUV,0,DIESEL,2020,2,10721
37828,11,SILVER,LANDROVER,DEFENDER90,USED,2011,27995,SUV,1,DIESEL,2020,9,4203
30324,17,BLACK,VOLKSWAGEN,POLO,USED,2017,9173,HATCHBACK,0,DIESEL,2020,3,10108
21000,66,GREY,INFINITI,Q30,USED,2017,12295,HATCHBACK,0,DIESEL,2020,3,7000
39256,67,WHITE,BMW,2SERIESGRANTOURER,USED,2017,16945,MPV,0,DIESEL,2020,3,13085
31677,67,BLACK,MINI,COUNTRYMAN,USED,2017,15250,SUV,0,PETROL,2020,3,10559
19248,16,BLACK,MERCEDES-BENZ,ACLASS,USED,2016,15700,HATCHBACK,0,DIESEL,2020,4,4812
9918,19,BLACK,SEAT,IBIZA,USED,2019,12795,HATCHBACK,0,PETROL,2020,1,9918
10991,67,SILVER,NISSAN,X-TRAIL,USED,2017,15827,SUV,0,PETROL,2020,3,3663
124000,57,GREY,BMW,5SERIES,USED,2007,4995,ESTATE,0,DIESEL,2020,13,9538
114000,58,GREY,LANDROVER,FREELANDER2,USED,2008,6495,SUV,0,DIESEL,2020,12,9500
19000,13,SILVER,HYUNDAI,I20,USED,2013,6995,HATCHBACK,0,PETROL,2020,7,2714
85104,16,BLACK,TOYOTA,AURIS,USED,2016,10000,ESTATE,0,PETROLHYBRID,2020,4,21276
14506,19,BLACK,VOLKSWAGEN,TOURAN,USED,2019,21270,MPV,0,PETROL,2020,1,14506
41000,67,BLACK,MINI,HATCH,USED,2017,14990,HATCHBACK,0,PETROL,2020,3,13666
14642,66,WHITE,RENAULT,KADJAR,USED,2016,11700,SUV,0,PETROL,2020,4,3660
48691,60,RED,PEUGEOT,207CC,USED,2010,2795,CONVERTIBLE,0,PETROL,2020,10,4869
66227,61,SILVER,VOLKSWAGEN,TOURAN,USED,2011,6633,MPV,0,DIESEL,2020,9,7358
5,70,RED,LEXUS,CT200H,USED,2020,23990,HATCHBACK,0,PETROLHYBRID,2020,0,5
83080,11,GREEN,VAUXHALL,ASTRA,USED,2011,3695,HATCHBACK,0,PETROL,2020,9,9231
6000,67,WHITE,BMW,1SERIES,USED,2017,16500,HATCHBACK,0,DIESEL,2020,3,2000
104690,60,GREY,TOYOTA,AVENSIS,USED,2011,3485,ESTATE,0,PETROL,2020,9,11632
96000,58,GREY,TOYOTA,YARIS,USED,2009,1995,HATCHBACK,0,PETROL,2020,11,8727
24420,17,WHITE,AUDI,A3,USED,2017,17295,HATCHBACK,0,PETROL,2020,3,8140
2640,69,BLACK,BMW,4SERIESGRANCOUPE,USED,2019,27000,SALOON,0,PETROL,2020,1,2640
61000,64,GREY,AUDI,Q3,USED,2015,13991,SUV,0,DIESEL,2020,5,12200
19709,16,BLUE,FIAT,500,USED,2016,6424,HATCHBACK,0,PETROL,2020,4,4927
65345,62,BLACK,VOLVO,S60,USED,2012,6950,SALOON,0,DIESEL,2020,8,8168
0,20,BLUE,VAUXHALL,CORSA,NEW,2020,19595,HATCHBACK,0,PETROL,2020,0,0
5918,20,GREY,VAUXHALL,CORSA,USED,2020,12000,HATCHBACK,0,PETROL,2020,0,5918
25,69,BLACK,PEUGEOT,3008,USED,2019,24990,SUV,0,DIESEL,2019,0,25
7004,19,BLACK,AUDI,Q2,USED,2019,21999,SUV,0,PETROL,2020,1,7004
6966,19,BLACK,VAUXHALL,GRANDLANDX,USED,2019,10199,SUV,0,PETROL,2020,1,6966
50,20,RED,CITROEN,C3,USED,2020,18645,HATCHBACK,0,PETROL,2020,0,50
38406,67,BLACK,KIA,SPORTAGE,USED,2017,16995,SUV,0,DIESEL,2020,3,12802
40238,13,SILVER,HYUNDAI,IX35,USED,2013,7987,SUV,0,DIESEL,2020,7,5748
7200,69,BLACK,MAZDA,CX-5,USED,2019,28995,SUV,0,DIESEL,2020,1,7200
41861,13,RED,VAUXHALL,CORSA,USED,2013,4695,HATCHBACK,0,PETROL,2020,7,5980
40334,17,BLACK,TOYOTA,C-HR,USED,2017,16949,SUV,0,PETROLHYBRID,2020,3,13444
85000,11,BLACK,VOLKSWAGEN,TOURAN,USED,2011,6995,MPV,0,DIESEL,2020,9,9444
36448,15,WHITE,VOLKSWAGEN,UP!,USED,2015,4995,HATCHBACK,0,PETROL,2020,5,7289
71000,06,SILVER,ASTONMARTIN,VANTAGE,USED,2006,24990,COUPE,0,PETROL,2020,14,5071
89667,60,BLACK,NISSAN,JUKE,USED,2010,4399,SUV,0,PETROL,2020,10,8966
104435,63,SILVER,VAUXHALL,INSIGNIA,USED,2013,4600,ESTATE,0,DIESEL,2020,7,14919
101000,15,WHITE,SKODA,OCTAVIA,USED,2015,6495,HATCHBACK,0,DIESEL,2020,5,20200
31070,66,WHITE,HONDA,CIVIC,USED,2016,10446,HATCHBACK,0,DIESEL,2020,4,7767
7452,19,BLUE,SKODA,FABIA,USED,2019,11500,HATCHBACK,0,PETROL,2020,1,7452
40813,14,WHITE,RENAULT,CAPTUR,USED,2014,7295,SUV,0,PETROL,2020,6,6802
21000,17,WHITE,VAUXHALL,ASTRA,USED,2017,10395,HATCHBACK,0,PETROL,2020,3,7000
114000,55,BLUE,VOLKSWAGEN,GOLFPLUS,USED,2005,1595,HATCHBACK,0,DIESEL,2020,15,7600
54000,59,BLACK,AUDI,TTS,USED,2010,11995,COUPE,0,PETROL,2020,10,5400
36269,15,BLUE,SKODA,RAPIDSPACEBACK,USED,2015,7000,HATCHBACK,0,PETROL,2020,5,7253
40000,62,BLUE,PEUGEOT,308SW,USED,2013,2995,ESTATE,0,PETROL,2020,7,5714
469,68,RED,VAUXHALL,VIVA,USED,2019,7600,HATCHBACK,0,PETROL,2020,1,469
30950,16,GREY,VOLVO,V40,USED,2016,10495,HATCHBACK,0,PETROL,2020,4,7737
101500,08,SILVER,JAGUAR,XF,USED,2008,5495,SALOON,0,DIESEL,2020,12,8458
129961,06,BLUE,VOLKSWAGEN,TOURAN,USED,2006,2399,MPV,0,DIESEL,2020,14,9282
4000,66,BLUE,MITSUBISHI,MIRAGE,USED,2016,6788,HATCHBACK,0,PETROL,2020,4,1000
16312,67,GREY,VOLVO,V60,USED,2017,18995,ESTATE,0,PETROL,2020,3,5437
17071,68,BLUE,MAZDA,MAZDA2,USED,2018,12250,HATCHBACK,0,PETROL,2020,2,8535
8371,69,WHITE,KIA,NIRO,USED,2019,20495,SUV,0,PETROLHYBRID,2020,1,8371
13340,67,RED,VAUXHALL,VIVA,USED,2018,6349,HATCHBACK,0,PETROL,2020,2,6670
10565,69,RED,VOLVO,XC40,USED,2019,31480,SUV,0,PETROL,2020,1,10565
101958,61,BLACK,BMW,1SERIES,USED,2011,5499,HATCHBACK,0,DIESEL,2020,9,11328
54000,67,BLACK,SKODA,OCTAVIA,USED,2017,10770,HATCHBACK,0,DIESEL,2020,3,18000
28240,67,BLACK,NISSAN,MICRA,USED,2018,8999,HATCHBACK,0,PETROL,2020,2,14120
92000,10,WHITE,VOLKSWAGEN,TIGUAN,USED,2010,7450,SUV,0,DIESEL,2020,10,9200
0,20,BLUE,LANDROVER,DISCOVERYSPORT,NEW,2020,48375,SUV,0,DIESEL,2020,0,0
60000,17,RED,HONDA,HR-V,USED,2017,9700,SUV,0,DIESEL,2020,3,20000
20997,67,GREY,AUDI,Q2,USED,2017,21750,SUV,0,PETROL,2020,3,6999
99999,15,WHITE,AUDI,A3,USED,2015,7299,HATCHBACK,0,DIESEL,2020,5,19999
48200,61,BLACK,MINI,HATCH,USED,2011,10995,HATCHBACK,0,PETROL,2020,9,5355
30080,67,GREY,MAZDA,CX-3,USED,2017,14950,SUV,0,PETROL,2020,3,10026
66116,64,GREY,AUDI,A6AVANT,USED,2015,16998,ESTATE,0,DIESEL,2020,5,13223
14833,66,WHITE,FIAT,500,USED,2016,6299,HATCHBACK,0,PETROL,2020,4,3708
3100,19,GREY,SUBARU,BRZ,USED,2019,22250,COUPE,0,PETROL,2020,1,3100
54000,09,YELLOW,PEUGEOT,107,USED,2009,3450,HATCHBACK,0,PETROL,2020,11,4909
53000,65,RED,VOLKSWAGEN,POLO,USED,2015,6691,HATCHBACK,0,PETROL,2020,5,10600
47436,05,BLUE,SEAT,IBIZA,USED,2005,2495,HATCHBACK,0,PETROL,2020,15,3162
30121,17,WHITE,KIA,NIRO,USED,2017,14475,SUV,0,PETROLHYBRID,2020,3,10040
26164,19,SILVER,MITSUBISHI,OUTLANDER,USED,2019,25491,SUV,0,PETROLPLUG-INHYBRID,2020,1,26164
64900,14,BLACK,VAUXHALL,ANTARA,USED,2014,6895,SUV,0,DIESEL,2020,6,10816
41977,64,BROWN,VAUXHALL,ZAFIRATOURER,USED,2014,7295,MPV,0,PETROL,2020,6,6996
17636,17,BLUE,MINI,HATCH,USED,2017,11800,HATCHBACK,0,PETROL,2020,3,5878
98000,L,SILVER,MAZDA,323,USED,1994,999,HATCHBACK,0,PETROL,2020,26,3769
3072,67,WHITE,RENAULT,CLIO,USED,2017,10700,HATCHBACK,0,PETROL,2020,3,1024
27316,18,RED,MAZDA,CX-5,USED,2018,19995,SUV,0,PETROL,2020,2,13658
28668,66,GREY,NISSAN,QASHQAI,USED,2017,13500,SUV,0,DIESEL,2020,3,9556
9249,69,GREY,BMW,I3,USED,2020,29690,HATCHBACK,0,ELECTRIC,2020,0,9249
82000,56,BLACK,MINI,HATCH,USED,2006,1095,HATCHBACK,0,PETROL,2020,14,5857
3869,67,WHITE,VOLKSWAGEN,POLO,USED,2017,10795,HATCHBACK,0,PETROL,2020,3,1289
69000,14,RED,VAUXHALL,CORSA,USED,2014,2995,HATCHBACK,0,PETROL,2020,6,11500
16485,17,WHITE,MAZDA,MAZDA3,USED,2017,12470,HATCHBACK,0,PETROL,2020,3,5495
47315,67,GREY,BMW,5SERIES,USED,2017,19900,SALOON,0,DIESEL,2020,3,15771
24144,17,WHITE,KIA,SPORTAGE,USED,2017,15969,SUV,0,PETROL,2020,3,8048
75000,05,GREY,PEUGEOT,307CC,USED,2005,495,CONVERTIBLE,0,PETROL,2020,15,5000
70451,64,RED,LANDROVER,RANGEROVERSPORT,USED,2014,28950,SUV,0,DIESEL,2020,6,11741
125210,56,GREY,NISSAN,X-TRAIL,USED,2006,2300,SUV,0,PETROL,2020,14,8943
9330,69,GREY,BMW,2SERIESACTIVETOURER,USED,2019,16999,MPV,0,PETROL,2020,1,9330
83000,13,BLUE,PEUGEOT,208,USED,2013,3495,HATCHBACK,0,DIESEL,2020,7,11857
33565,16,GREY,MERCEDES-BENZ,CCLASS,USED,2016,19695,ESTATE,0,PETROLPLUG-INHYBRID,2020,4,8391
34636,16,BLACK,NISSAN,QASHQAI,USED,2016,11445,SUV,0,DIESEL,2020,4,8659
85000,08,RED,LANDROVER,RANGEROVERSPORT,USED,2008,7997,SUV,0,DIESEL,2020,12,7083
59487,66,BLACK,AUDI,A4,USED,2016,13000,SALOON,0,DIESEL,2020,4,14871
18190,65,BLUE,PEUGEOT,108,USED,2015,5490,HATCHBACK,0,PETROL,2020,5,3638
21000,64,WHITE,MERCEDES-BENZ,ACLASS,USED,2015,14695,HATCHBACK,0,DIESEL,2020,5,4200
103200,14,PURPLE,CITROEN,DS5,USED,2014,5995,HATCHBACK,0,DIESEL,2020,6,17200
0,20,SILVER,SKODA,KAROQ,NEW,2020,26955,SUV,0,PETROL,2020,0,0
25990,17,WHITE,BMW,3SERIES,USED,2017,17900,SALOON,0,PETROLPLUG-INHYBRID,2020,3,8663
11,70,WHITE,TOYOTA,COROLLA,USED,2020,25765,HATCHBACK,0,PETROLHYBRID,2020,0,11
79591,62,SILVER,MERCEDES-BENZ,ECLASS,USED,2012,10295,SALOON,0,DIESEL,2020,8,9948
103211,12,RED,AUDI,A5,USED,2012,9100,COUPE,0,DIESEL,2020,8,12901
24500,68,BLUE,KIA,NIRO,USED,2018,18940,SUV,0,PETROLHYBRID,2020,2,12250
38000,15,BEIGE,BMW,4SERIESGRANCOUPE,USED,2015,12495,SALOON,0,PETROL,2020,5,7600
13011,17,BLACK,VOLKSWAGEN,POLO,USED,2017,11300,HATCHBACK,0,PETROL,2020,3,4337
8155,66,BLACK,VOLKSWAGEN,GOLFSV,USED,2016,10999,MPV,0,PETROL,2020,4,2038
49000,65,WHITE,MINI,HATCH,USED,2015,7990,HATCHBACK,0,DIESEL,2020,5,9800
