mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type,advert_year,vehicle_age,avg_miles_per_year
118000,58,BLUE,SAAB,9-3,USED,2008,2650,CONVERTIBLE,0,DIESEL,2020,12,9833
71000,60,GREY,FIAT,500,USED,2010,4995,HATCHBACK,0,PETROL,2020,10,7100
36668,16,BLUE,MINI,HATCH,USED,2016,15250,HATCHBACK,0,PETROL,2020,4,9167
15533,67,BLUE,VAUXHALL,CORSA,USED,2018,8971,HATCHBACK,0,PETROL,2020,2,7766
42168,15,WHITE,MERCEDES-BENZ,CCLASS,USED,2015,15000,SALOON,0,PETROL,2020,5,8433
5316,68,GREY,FIAT,PANDA,USED,2018,7395,HATCHBACK,0,PETROL,2020,2,2658
2997,69,WHITE,PEUGEOT,508,USED,2020,31430,HATCHBACK,0,PETROLPLUG-INHYBRID,2020,0,2997
10,20,RED,TOYOTA,SUPRA,NEW,2020,52260,COUPE,0,PETROL,2020,0,10
76956,13,BLACK,AUDI,A6SALOON,USED,2013,11995,SALOON,0,DIESEL,2020,7,10993
64844,14,GREY,SUZUKI,ALTO,USED,2014,2500,HATCHBACK,0,PETROL,2020,6,10807
84000,61,GREY,LANDROVER,RANGEROVERSPORT,USED,2011,17700,SUV,0,DIESEL,2020,9,9333
102563,54,SILVER,MERCEDES-BENZ,ECLASS,USED,2005,2285,SALOON,0,DIESEL,2020,15,6837
17482,19,GREY,VOLKSWAGEN,GOLF,USED,2019,16591,HATCHBACK,0,PETROL,2020,1,17482
42000,63,BLACK,BMW,X1,USED,2014,10495,SUV,0,DIESEL,2020,6,7000
504,70,BLACK,AUDI,A3,USED,2020,30500,SALOON,0,PETROL,2020,0,504
2000,20,GREY,MERCEDES-BENZ,ACLASS,USED,2020,27629,HATCHBACK,0,PETROL,2020,0,2000
44453,14,WHITE,SEAT,IBIZA,USED,2014,4500,HATCHBACK,0,PETROL,2020,6,7408
22500,15,SILVER,SMART,FORFOUR,USED,2015,4800,HATCHBACK,0,PETROL,2020,5,4500
17609,17,GREY,MERCEDES-BENZ,ECLASS,USED,2017,20199,COUPE,0,DIESEL,2020,3,5869
22783,19,GREY,PEUGEOT,2008,USED,2019,12000,SUV,0,PETROL,2020,1,22783
30745,12,RED,VAUXHALL,MERIVA,USED,2012,3995,MPV,0,PETROL,2020,8,3843
35733,61,BLUE,SKODA,FABIA,USED,2012,6995,HATCHBACK,0,PETROL,2020,8,4466
11716,68,BLUE,VAUXHALL,CORSA,USED,2018,8395,HATCHBACK,0,PETROL,2020,2,5858
10,20,SILVER,VOLKSWAGEN,ARTEON,NEW,2020,33484,SALOON,0,PETROL,2020,0,10
66268,61,RED,SEAT,IBIZA,USED,2011,3895,HATCHBACK,0,PETROL,2020,9,7363
84000,59,BLACK,BMW,5SERIESGRANTURISMO,USED,2009,9490,HATCHBACK,0,DIESEL,2020,11,7636
38519,16,WHITE,KIA,SPORTAGE,USED,2016,13495,SUV,0,DIESEL,2020,4,9629
0,20,GREY,JAGUAR,F-TYPE,NEW,2020,59133,CONVERTIBLE,0,PETROL,2020,0,0
33000,14,YELLOW,BMW,4SERIES,USED,2014,18985,COUPE,0,DIESEL,2020,6,5500
112000,09,GREY,NISSAN,QASHQAI,USED,2009,2390,HATCHBACK,0,DIESEL,2020,11,10181
3800,19,BLUE,MERCEDES-BENZ,CCLASS,USED,2019,23899,ESTATE,0,DIESEL,2020,1,3800
1700,69,WHITE,AUDI,A1,USED,2020,24574,HATCHBACK,0,PETROL,2020,0,1700
19411,17,SILVER,MERCEDES-BENZ,ACLASS,USED,2017,17639,HATCHBACK,0,PETROL,2020,3,6470
0,20,BLACK,CITROEN,C3,NEW,2020,17875,HATCHBACK,0,PETROL,2020,0,0
54695,66,WHITE,VOLKSWAGEN,TOUAREG,USED,2016,20995,SUV,0,DIESEL,2020,4,13673
21300,15,RED,BMW,2SERIES,USED,2015,19500,COUPE,0,PETROL,2020,5,4260
102997,04,SILVER,VAUXHALL,CORSA,USED,2004,450,HATCHBACK,0,PETROL,2020,16,6437
8139,69,BLUE,BMW,2SERIESACTIVETOURER,USED,2019,19450,MPV,0,PETROL,2020,1,8139
66181,12,RED,VAUXHALL,ASTRA,USED,2012,4809,HATCHBACK,0,PETROL,2020,8,8272
6838,19,BLACK,TOYOTA,COROLLA,USED,2019,21495,HATCHBACK,0,PETROLHYBRID,2020,1,6838
73000,62,WHITE,VOLVO,V40,USED,2012,6495,HATCHBACK,0,DIESEL,2020,8,9125
48000,58,BLUE,RENAULT,TWINGO,USED,2008,2399,HATCHBACK,0,PETROL,2020,12,4000
51000,14,GREY,MAZDA,MAZDA6,USED,2014,9490,ESTATE,0,DIESEL,2020,6,8500
11573,68,GREY,MERCEDES-BENZ,ACLASS,USED,2018,20980,HATCHBACK,0,PETROL,2020,2,5786
35600,15,SILVER,MERCEDES-BENZ,GLACLASS,USED,2015,23475,SUV,0,PETROL,2020,5,7120
0,20,BLUE,SKODA,SCALA,NEW,2020,18095,HATCHBACK,0,PETROL,2020,0,0
12035,17,RED,TOYOTA,YARIS,USED,2017,9750,HATCHBACK,0,PETROL,2020,3,4011
61782,12,OTHER_STANDARD_COLOUR,LANDROVER,DISCOVERY4,USED,2012,17995,SUV,0,DIESEL,2020,8,7722
6730,69,WHITE,SKODA,SUPERB,USED,2019,20500,ESTATE,0,DIESEL,2020,1,6730
23170,19,WHITE,VAUXHALL,INSIGNIA,USED,2019,13500,HATCHBACK,0,PETROL,2020,1,23170
10175,69,SILVER,NISSAN,QASHQAI,USED,2020,20395,SUV,0,PETROL,2020,0,10175
88000,60,GREY,NISSAN,QASHQAI+2,USED,2010,6299,SUV,0,PETROL,2020,10,8800
84072,64,GREY,BMW,4SERIES,USED,2015,11995,COUPE,0,DIESEL,2020,5,16814
2277,20,SILVER,VOLKSWAGEN,GOLF,USED,2020,25245,HATCHBACK,0,ELECTRIC,2020,0,2277
25069,67,OTHER_STANDARD_COLOUR,SUZUKI,VITARA,USED,2017,12695,SUV,0,PETROL,2020,3,8356
41000,13,WHITE,VAUXHALL,ADAM,USED,2013,5995,HATCHBACK,0,PETROL,2020,7,5857
111035,66,RED,MERCEDES-BENZ,ECLASS,USED,2016,15980,SALOON,0,DIESEL,2020,4,27758
47668,17,RED,RENAULT,MEGANE,USED,2017,9995,HATCHBACK,0,DIESEL,2020,3,15889
29828,06,BLACK,BENTLEY,CONTINENTAL,USED,2006,22475,SALOON,0,PETROL,2020,14,2130
100252,57,BLACK,VOLKSWAGEN,GOLF,USED,2007,7495,HATCHBACK,0,PETROL,2020,13,7711
9000,68,GREY,TOYOTA,AYGO,USED,2018,8995,HATCHBACK,0,PETROL,2020,2,4500
47873,61,BLUE,CITROEN,DS3,USED,2011,4117,HATCHBACK,0,PETROL,2020,9,5319
76000,57,BLACK,NISSAN,NOTE,USED,2007,1095,HATCHBACK,0,PETROL,2020,13,5846
19994,10,SILVER,FIAT,PANDA,USED,2010,2804,HATCHBACK,0,PETROL,2020,10,1999
105000,10,WHITE,AUDI,A4ALLROAD,USED,2010,6950,ESTATE,0,DIESEL,2020,10,10500
48973,65,BLACK,KIA,RIO,USED,2015,6495,HATCHBACK,0,PETROL,2020,5,9794
45675,65,WHITE,KIA,RIO,USED,2015,7800,HATCHBACK,0,DIESEL,2020,5,9135
37860,68,BLACK,LEXUS,IS300,USED,2018,19990,SALOON,0,PETROLHYBRID,2020,2,18930
104000,14,GREY,BMW,3SERIESGRANTURISMO,USED,2014,9450,HATCHBACK,0,DIESEL,2020,6,17333
0,20,BLACK,VOLVO,V90,NEW,2020,41299,ESTATE,0,PETROL,2020,0,0
60800,12,GREY,MAZDA,MAZDA2,USED,2012,3499,HATCHBACK,0,PETROL,2020,8,7600
27133,18,GREY,DSAUTOMOBILES,DS3,USED,2018,14995,HATCHBACK,0,PETROL,2020,2,13566
37900,17,RED,PEUGEOT,2008,USED,2017,6495,SUV,0,PETROL,2020,3,12633
102000,15,BLUE,BMW,1SERIES,USED,2015,8990,HATCHBACK,0,DIESEL,2020,5,20400
7988,69,WHITE,VAUXHALL,CROSSLANDX,USED,2019,15150,SUV,0,PETROL,2020,1,7988
40000,18,WHITE,AUDI,A3,USED,2018,15750,SALOON,0,DIESEL,2020,2,20000
46473,66,RED,NISSAN,QASHQAI,USED,2016,11000,SUV,0,PETROL,2020,4,11618
22290,18,RED,HONDA,JAZZ,USED,2018,10250,HATCHBACK,0,PETROL,2020,2,11145
34000,66,BLACK,MINI,HATCH,USED,2016,13250,HATCHBACK,0,PETROL,2020,4,8500
114000,60,BLUE,BMW,5SERIES,USED,2011,6495,SALOON,0,DIESEL,2020,9,12666
70000,02,SILVER,TOYOTA,AVENSIS,USED,2002,1295,HATCHBACK,0,PETROL,2020,18,3888
4139,69,GREY,SKODA,FABIA,USED,2019,9490,HATCHBACK,0,PETROL,2020,1,4139
7677,68,RED,VAUXHALL,CORSA,USED,2019,8750,HATCHBACK,0,PETROL,2020,1,7677
36000,64,WHITE,VAUXHALL,ASTRA,USED,2014,5995,ESTATE,0,PETROL,2020,6,6000
2018,20,BLUE,BMW,3SERIES,USED,2020,32980,SALOON,0,PETROL,2020,0,2018
43258,64,WHITE,VOLKSWAGEN,POLO,USED,2014,6517,HATCHBACK,0,PETROL,2020,6,7209
28798,67,BLUE,DACIA,DUSTER,USED,2017,8500,SUV,0,PETROL,2020,3,9599
25431,66,RED,AUDI,A3,USED,2017,16750,HATCHBACK,0,PETROL,2020,3,8477
40000,64,BLACK,LANDROVER,FREELANDER2,USED,2014,15995,SUV,0,DIESEL,2020,6,6666
13000,67,RED,TOYOTA,AYGO,USED,2018,6550,HATCHBACK,0,PETROL,2020,2,6500
63112,57,BLACK,PORSCHE,CAYMAN,USED,2008,17750,COUPE,0,PETROL,2020,12,5259
23700,67,SILVER,MINI,HATCH,USED,2017,11390,HATCHBACK,0,PETROL,2020,3,7900
46280,66,WHITE,VOLKSWAGEN,GOLF,USED,2016,15995,HATCHBACK,0,PETROL,2020,4,11570
19670,17,BLACK,BMW,X3,USED,2017,20990,SUV,0,DIESEL,2020,3,6556
29901,16,SILVER,SUZUKI,VITARA,USED,2016,8995,SUV,0,PETROL,2020,4,7475
39500,66,BLACK,VOLKSWAGEN,POLO,USED,2016,13350,HATCHBACK,0,PETROL,2020,4,9875
30800,67,GREEN,MERCEDES-BENZ,ACLASS,USED,2017,17795,HATCHBACK,0,DIESEL,2020,3,10266
19000,67,GREY,AUDI,S3,USED,2017,26990,HATCHBACK,0,PETROL,2020,3,6333
8410,17,RED,NISSAN,QASHQAI,USED,2017,14750,SUV,0,PETROL,2020,3,2803
12938,65,GREY,SEAT,LEON,USED,2015,11167,HATCHBACK,0,DIESEL,2020,5,2587
20000,15,BLUE,VAUXHALL,MOKKA,USED,2015,8495,HATCHBACK,0,PETROL,2020,5,4000
25,70,RED,MG,MGZS,USED,2020,23489,SUV,0,ELECTRIC,2020,0,25
40195,65,WHITE,VOLKSWAGEN,TIGUAN,USED,2015,13300,SUV,0,DIESEL,2020,5,8039
6983,19,WHITE,KIA,NIRO,USED,2019,18500,SUV,0,PETROLHYBRID,2020,1,6983
31700,66,GREY,FIAT,TALENTO,USED,2016,13995,VANS,1,DIESEL,2020,4,7925
105000,58,BLUE,PEUGEOT,107,USED,2009,1790,HATCHBACK,0,PETROL,2020,11,9545
0,20,WHITE,HONDA,JAZZ,NEW,2020,22285,HATCHBACK,0,PETROLHYBRID,2020,0,0
0,20,ORANGE,DACIA,DUSTER,NEW,2020,18165,SUV,0,DIESEL,2020,0,0
25843,67,WHITE,KIA,SPORTAGE,USED,2017,11700,SUV,0,PETROL,2020,3,8614
22267,17,WHITE,AUDI,Q3,USED,2017,17000,SUV,0,PETROL,2020,3,7422
10236,67,PURPLE,PEUGEOT,108,USED,2017,7325,HATCHBACK,0,PETROL,2020,3,3412
10,20,GREY,BMW,5SERIES,NEW,2020,41422,SALOON,0,DIESELHYBRID,2020,0,10
107000,14,SILVER,BMW,3SERIES,USED,2014,13495,ESTATE,0,DIESEL,2020,6,17833
73079,62,GREY,MERCEDES-BENZ,MCLASS,USED,2012,15990,SUV,0,DIESEL,2020,8,9134
54000,64,BLACK,PEUGEOT,208,USED,2015,5495,HATCHBACK,0,PETROL,2020,5,10800
101000,60,SILVER,PEUGEOT,308CC,USED,2010,1995,CONVERTIBLE,0,DIESEL,2020,10,10100
85000,62,GREY,VOLKSWAGEN,CC,USED,2013,6995,SALOON,0,DIESEL,2020,7,12142
65900,15,BLACK,CITROEN,C4CACTUS,USED,2015,6750,HATCHBACK,0,DIESEL,2020,5,13180
1571,69,ORANGE,TOYOTA,AYGO,USED,2019,9995,HATCHBACK,0,PETROL,2020,1,1571
93000,59,WHITE,VOLKSWAGEN,SCIROCCO,USED,2009,6295,COUPE,0,PETROL,2020,11,8454
37207,66,BLACK,VOLKSWAGEN,GOLF,USED,2016,10998,HATCHBACK,0,DIESEL,2020,4,9301
66748,15,BLACK,AUDI,A4,USED,2015,13000,SALOON,0,DIESEL,2020,5,13349
11190,69,BLUE,VOLKSWAGEN,GOLF,USED,2019,15898,HATCHBACK,0,PETROL,2020,1,11190
35274,66,WHITE,SKODA,CITIGO,USED,2016,5561,HATCHBACK,0,PETROL,2020,4,8818
11250,19,RED,TOYOTA,YARIS,USED,2019,14295,HATCHBACK,0,PETROLHYBRID,2020,1,11250
58666,11,BLUE,HYUNDAI,IX20,USED,2011,3695,HATCHBACK,0,PETROL,2020,9,6518
6587,20,GREY,PEUGEOT,3008,USED,2020,26995,SUV,0,PETROL,2020,0,6587
10000,17,BLACK,MERCEDES-BENZ,ACLASS,USED,2017,16980,HATCHBACK,0,DIESEL,2020,3,3333
39676,66,GREY,AUDI,Q3,USED,2016,16895,SUV,0,DIESEL,2020,4,9919
34300,65,WHITE,KIA,SPORTAGE,USED,2015,8990,SUV,0,PETROL,2020,5,6860
29062,15,BLACK,AUDI,A5CABRIOLET,USED,2015,16999,CONVERTIBLE,0,PETROL,2020,5,5812
120687,61,BLACK,BMW,3SERIES,USED,2011,4095,SALOON,0,DIESEL,2020,9,13409
10,20,BLACK,VOLKSWAGEN,TOUAREG,NEW,2020,48490,SUV,0,PETROL,2020,0,10
81000,14,BLACK,MERCEDES-BENZ,ECLASS,USED,2014,12950,ESTATE,0,DIESEL,2020,6,13500
10,20,WHITE,SEAT,LEON,NEW,2020,16300,HATCHBACK,0,PETROL,2019,0,10
2500,20,RED,SEAT,LEON,USED,2020,23995,HATCHBACK,0,PETROLHYBRID,2020,0,2500
93000,13,BLUE,BMW,3SERIES,USED,2013,10000,SALOON,0,DIESEL,2020,7,13285
103600,07,GREY,HONDA,CR-V,USED,2007,3395,SUV,0,DIESEL,2020,13,7969
0,20,ORANGE,VOLKSWAGEN,T-CROSS,NEW,2020,25026,SUV,0,PETROL,2020,0,0
14428,20,RED,KIA,SPORTAGE,USED,2020,19700,SUV,0,PETROL,2020,0,14428
26489,12,BLACK,NISSAN,370Z,USED,2012,14950,COUPE,0,PETROL,2020,8,3311
22492,68,BLUE,VAUXHALL,GRANDLANDX,USED,2018,13500,SUV,0,PETROL,2020,2,11246
44221,66,SILVER,VOLVO,XC60,USED,2016,16999,SUV,0,DIESEL,2020,4,11055
19750,16,BROWN,LANDROVER,DISCOVERYSPORT,USED,2016,25790,SUV,0,DIESEL,2020,4,4937
12064,18,BLUE,MAZDA,CX-3,USED,2018,15790,SUV,0,PETROL,2020,2,6032
18808,67,GREY,AUDI,Q5,USED,2017,29928,SUV,0,PETROL,2020,3,6269
16860,18,RED,TOYOTA,AYGO,USED,2018,7500,HATCHBACK,0,PETROL,2020,2,8430
100000,12,SILVER,AUDI,A6SALOON,USED,2012,8490,SALOON,0,DIESEL,2020,8,12500
80000,02,RED,VAUXHALL,ASTRA,USED,2002,595,SALOON,0,PETROL,2020,18,4444
42000,63,WHITE,VOLKSWAGEN,GOLF,USED,2013,15295,HATCHBACK,0,PETROL,2020,7,6000
15589,19,WHITE,MERCEDES-BENZ,ACLASS,USED,2019,17995,HATCHBACK,0,DIESEL,2020,1,15589
9247,18,WHITE,HYUNDAI,IONIQ,USED,2018,16495,HATCHBACK,0,PETROLHYBRID,2020,2,4623
37386,67,WHITE,SUZUKI,CELERIO,USED,2017,7858,HATCHBACK,0,PETROL,2020,3,12462
81511,06,SILVER,MAZDA,MX-5,USED,2006,2000,CONVERTIBLE,0,PETROL,2020,14,5822
31921,67,BLACK,FIAT,500,USED,2018,8295,HATCHBACK,0,PETROL,2020,2,15960
13892,68,WHITE,KIA,SPORTAGE,USED,2018,17495,SUV,0,DIESEL,2020,2,6946
38877,15,BLUE,MINI,COUNTRYMAN,USED,2015,11738,SUV,0,PETROL,2020,5,7775
43710,65,RED,AUDI,A3,USED,2015,11750,HATCHBACK,0,PETROL,2020,5,8742
104427,13,BLACK,PEUGEOT,208,USED,2013,2950,HATCHBACK,0,DIESEL,2020,7,14918
14342,68,GREY,VAUXHALL,GRANDLANDX,USED,2018,14454,SUV,0,PETROL,2020,2,7171
19845,68,GREY,HYUNDAI,TUCSON,USED,2018,14190,SUV,0,PETROL,2020,2,9922
12144,17,WHITE,HONDA,JAZZ,USED,2017,11635,HATCHBACK,0,PETROL,2020,3,4048
58000,59,RED,VOLKSWAGEN,POLO,USED,2009,2990,HATCHBACK,0,PETROL,2020,11,5272
13506,69,BLACK,LEXUS,UX250H,USED,2019,30450,SUV,0,PETROLHYBRID,2020,1,13506
93000,09,SILVER,BMW,6SERIES,USED,2009,8995,CONVERTIBLE,0,DIESEL,2020,11,8454
31654,68,BLUE,KIA,PICANTO,USED,2018,6200,HATCHBACK,0,PETROL,2020,2,15827
40800,17,RED,VAUXHALL,ASTRA,USED,2017,8510,HATCHBACK,0,DIESEL,2020,3,13600
9100,19,BLACK,TOYOTA,COROLLA,USED,2019,18995,HATCHBACK,0,PETROLHYBRID,2020,1,9100
81887,62,BLUE,AUDI,Q3,USED,2012,8600,SUV,0,DIESEL,2020,8,10235
95000,59,WHITE,FIAT,500,USED,2009,3195,HATCHBACK,0,PETROL,2020,11,8636
88000,57,BLUE,VAUXHALL,CORSA,USED,2008,595,HATCHBACK,0,PETROL,2020,12,7333
31463,19,GREY,JAGUAR,E-PACE,USED,2019,25995,SUV,0,DIESEL,2020,1,31463
119000,M,RED,MITSUBISHI,GTO,USED,1995,6989,COUPE,0,PETROL,2020,25,4760
3400,G,RED,MG,MGB,USED,1968,21950,CONVERTIBLE,0,PETROL,2020,52,65
27170,66,WHITE,SUBARU,LEVORG,USED,2016,16250,ESTATE,0,PETROL,2020,4,6792
51000,16,RED,PEUGEOT,108,USED,2016,6250,HATCHBACK,0,PETROL,2020,4,12750
120000,05,BLACK,BMW,M3,USED,2005,9500,CONVERTIBLE,0,PETROL,2020,15,8000
23000,17,BLACK,VAUXHALL,ASTRA,USED,2017,7800,HATCHBACK,0,PETROL,2020,3,7666
60528,63,RED,KIA,PICANTO,USED,2013,3817,HATCHBACK,0,PETROL,2020,7,8646
67000,65,BLUE,VAUXHALL,CORSA,USED,2016,5792,HATCHBACK,0,PETROL,2020,4,16750
88180,59,BLACK,BMW,X5,USED,2009,11000,SUV,0,DIESEL,2020,11,8016
45000,14,BROWN,VAUXHALL,ASTRA,USED,2014,7280,ESTATE,0,PETROL,2020,6,7500
19957,16,BLUE,BMW,4SERIES,USED,2016,19495,CONVERTIBLE,0,PETROL,2020,4,4989
19900,17,BLUE,SEAT,LEON,USED,2017,9979,HATCHBACK,0,PETROL,2020,3,6633
35613,17,BLUE,VOLKSWAGEN,PASSAT,USED,2017,17250,ESTATE,0,DIESEL,2020,3,11871
96000,14,WHITE,NISSAN,JUKE,USED,2014,5595,SUV,0,DIESEL,2020,6,16000
46243,66,RED,AUDI,Q2,USED,2016,15500,SUV,0,PETROL,2020,4,11560
46000,09,BLACK,PORSCHE,CAYMAN,USED,2009,16490,COUPE,0,PETROL,2020,11,4181
24365,67,RED,KIA,SPORTAGE,USED,2017,17770,SUV,0,DIESEL,2020,3,8121
98000,12,BLACK,VOLVO,C30,USED,2012,4245,COUPE,0,DIESEL,2020,8,12250
42309,17,BLUE,VAUXHALL,CORSA,USED,2017,7499,HATCHBACK,0,PETROL,2020,3,14103
10,20,BLACK,HYUNDAI,SANTAFE,NEW,2020,40820,SUV,0,DIESEL,2020,0,10
0,20,RED,FIAT,500X,NEW,2020,21197,SUV,0,PETROL,2020,0,0
69083,61,SILVER,VOLKSWAGEN,GOLF,USED,2011,6440,HATCHBACK,0,DIESEL,2020,9,7675
31949,67,BLUE,BMW,3SERIES,USED,2017,19785,SALOON,0,DIESEL,2020,3,10649
23000,09,GREY,TOYOTA,AYGO,USED,2009,4994,HATCHBACK,0,PETROL,2020,11,2090
22746,66,BLUE,VAUXHALL,ASTRA,USED,2016,10000,HATCHBACK,0,DIESEL,2020,4,5686
124000,57,BEIGE,VOLKSWAGEN,BEETLE,USED,2007,1804,HATCHBACK,0,PETROL,2020,13,9538
0,20,BLUE,DACIA,SANDEROSTEPWAY,NEW,2020,10934,HATCHBACK,0,PETROL,2020,0,0
6170,69,GREY,KIA,CEED,USED,2019,13393,HATCHBACK,0,PETROL,2020,1,6170
44970,66,GREY,CITROEN,DS3,USED,2016,7880,HATCHBACK,0,DIESEL,2020,4,11242
54128,17,GREY,AUDI,A6SALOON,USED,2017,16500,SALOON,0,DIESEL,2020,3,18042
75,70,WHITE,MERCEDES-BENZ,ACLASS,USED,2020,30992,SALOON,0,DIESEL,2020,0,75
38775,63,WHITE,SEAT,LEON,USED,2013,9990,HATCHBACK,0,DIESEL,2020,7,5539
99000,15,BLACK,MERCEDES-BENZ,ECLASS,USED,2015,11975,SALOON,0,DIESEL,2020,5,19800
13901,69,WHITE,SKODA,OCTAVIA,USED,2019,15000,ESTATE,0,PETROL,2020,1,13901
8821,67,BLUE,MAZDA,MAZDA6,USED,2017,14150,SALOON,0,PETROL,2020,3,2940
61091,17,BLUE,BMW,5SERIES,USED,2017,20499,SALOON,0,DIESEL,2020,3,20363
43400,62,SILVER,VAUXHALL,CORSA,USED,2012,4499,HATCHBACK,0,PETROL,2020,8,5425
24800,67,BLUE,AUDI,A5CABRIOLET,USED,2017,18499,CONVERTIBLE,0,PETROL,2020,3,8266
16732,65,SILVER,MERCEDES-BENZ,CLACLASS,USED,2015,19500,ESTATE,0,DIESEL,2020,5,3346
78159,12,GREY,VOLKSWAGEN,TIGUAN,USED,2012,8795,SUV,0,DIESEL,2020,8,9769
1716,20,BLACK,AUDI,A1,USED,2020,23329,HATCHBACK,0,PETROL,2020,0,1716
90000,10,BLUE,MAZDA,BONGO,USED,2010,5750,MPV,0,PETROL,2020,10,9000
102000,11,WHITE,VOLKSWAGEN,SCIROCCO,USED,2011,6000,COUPE,0,DIESEL,2020,9,11333
2862,69,WHITE,HYUNDAI,I10,USED,2019,8690,HATCHBACK,0,PETROL,2020,1,2862
21460,19,RED,TOYOTA,COROLLA,USED,2019,20990,ESTATE,0,PETROLHYBRID,2020,1,21460
13750,67,SILVER,BMW,4SERIES,USED,2017,25890,COUPE,0,DIESEL,2020,3,4583
36831,17,RED,NISSAN,JUKE,USED,2017,8180,SUV,0,PETROL,2020,3,12277
33694,67,WHITE,HYUNDAI,TUCSON,USED,2017,12498,SUV,0,PETROL,2020,3,11231
79030,14,GREEN,NISSAN,X-TRAIL,USED,2014,10990,SUV,0,DIESEL,2020,6,13171
14037,69,GREY,RENAULT,CAPTUR,USED,2019,14000,SUV,0,PETROL,2020,1,14037
200,69,WHITE,MITSUBISHI,OUTLANDER,USED,2019,28991,SUV,0,PETROLPLUG-INHYBRID,2020,1,200
36279,16,BLACK,BMW,5SERIES,USED,2016,15080,SALOON,0,DIESEL,2020,4,9069
86248,12,GREY,TOYOTA,YARIS,USED,2012,3695,HATCHBACK,0,PETROL,2020,8,10781
6106,19,BLUE,HONDA,JAZZ,USED,2019,14250,HATCHBACK,0,PETROL,2020,1,6106
18158,67,BLACK,MINI,HATCH,USED,2017,12995,HATCHBACK,0,PETROL,2020,3,6052
0,20,WHITE,VOLVO,XC60,NEW,2020,43090,SUV,0,PETROLHYBRID,2020,0,0
100000,04,BLUE,SUBARU,IMPREZA,USED,2004,7980,SALOON,0,PETROL,2020,16,6250
6500,19,GREY,HONDA,CIVIC,USED,2019,17495,HATCHBACK,0,PETROL,2020,1,6500
30000,66,WHITE,TOYOTA,AURIS,USED,2017,12995,ESTATE,0,PETROLHYBRID,2020,3,10000
10,20,BLUE,NISSAN,QASHQAI,NEW,2020,23196,SUV,0,PETROL,2020,0,10
82000,64,BLACK,MAZDA,MAZDA6,USED,2014,8285,ESTATE,0,DIESEL,2020,6,13666
52542,13,SILVER,VAUXHALL,CORSA,USED,2013,2700,HATCHBACK,0,PETROL,2020,7,7506
36517,66,SILVER,AUDI,A3,USED,2016,12700,HATCHBACK,0,DIESEL,2020,4,9129
6667,19,BLUE,PEUGEOT,308,USED,2019,12995,HATCHBACK,0,PETROL,2020,1,6667
100000,11,SILVER,BMW,3SERIES,USED,2011,4997,COUPE,0,DIESEL,2020,9,11111
80522,11,SILVER,MERCEDES-BENZ,CCLASS,USED,2011,5500,SALOON,0,DIESEL,2020,9,8946
51000,65,GREY,BMW,3SERIES,USED,2015,14490,SALOON,0,DIESEL,2020,5,10200
32000,17,WHITE,VAUXHALL,MOKKAX,USED,2017,8995,SUV,0,PETROL,2020,3,10666
34260,67,SILVER,BMW,4SERIES,USED,2017,19400,COUPE,0,DIESEL,2020,3,11420
37903,16,WHITE,VAUXHALL,MOKKA,USED,2016,8600,HATCHBACK,0,PETROL,2020,4,9475
68800,N,BLUE,MERCEDES-BENZ,SLCLASS,USED,1995,8500,CONVERTIBLE,0,PETROL,2018,23,2991
15171,68,WHITE,VAUXHALL,ASTRA,USED,2018,12500,ESTATE,0,PETROL,2020,2,7585
96000,62,BLACK,VAUXHALL,CORSA,USED,2012,2995,HATCHBACK,0,PETROL,2020,8,12000
100,70,WHITE,TOYOTA,GT86,USED,2020,28295,COUPE,0,PETROL,2020,0,100
57000,16,WHITE,MINI,HATCH,USED,2016,9179,HATCHBACK,0,PETROL,2020,4,14250
52017,16,GREEN,NISSAN,X-TRAIL,USED,2016,12995,SUV,0,DIESEL,2020,4,13004
32000,17,PURPLE,DSAUTOMOBILES,DS3,USED,2017,6990,HATCHBACK,0,PETROL,2020,3,10666
5000,69,BLACK,BMW,5SERIES,USED,2019,31495,SALOON,0,PETROLPLUG-INHYBRID,2020,1,5000
44733,10,WHITE,MG,TF,USED,2010,6990,CONVERTIBLE,0,PETROL,2020,10,4473
77941,14,BLUE,MERCEDES-BENZ,ACLASS,USED,2014,10990,HATCHBACK,0,PETROL,2020,6,12990
82374,63,BLACK,RENAULT,GRANDSCENIC,USED,2013,6300,MPV,0,DIESEL,2020,7,11767
20921,17,BLACK,AUDI,A1,USED,2017,14000,HATCHBACK,0,PETROL,2020,3,6973
0,20,GREY,LANDROVER,RANGEROVEREVOQUE,NEW,2020,46169,SUV,0,DIESEL,2020,0,0
19939,68,GREY,VAUXHALL,CORSA,USED,2018,8250,HATCHBACK,0,PETROL,2020,2,9969
19331,67,BLUE,FIAT,500,USED,2017,8000,HATCHBACK,0,PETROL,2020,3,6443
9691,19,BLUE,MERCEDES-BENZ,CCLASS,USED,2019,27094,SALOON,0,DIESEL,2020,1,9691
9696,69,BLUE,RENAULT,KADJAR,USED,2019,16160,SUV,0,PETROL,2020,1,9696
79051,65,BLUE,BMW,3SERIES,USED,2015,13995,SALOON,0,DIESEL,2020,5,15810
95000,58,GREY,MAZDA,MAZDA6,USED,2008,2495,HATCHBACK,0,PETROL,2020,12,7916
